CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0026000000040084RB0F;02/11/2017;10;0,778;R
ES0026000000040084RB0F;02/11/2017;11;0,629;R
ES0026000000040084RB0F;02/11/2017;12;0,441;R
ES0026000000040084RB0F;02/11/2017;13;0,675;R
ES0026000000040084RB0F;02/11/2017;14;0,604;R
ES0026000000040084RB0F;02/11/2017;15;0,925;R
ES0026000000040084RB0F;02/11/2017;16;1,249;R
ES0026000000040084RB0F;02/11/2017;17;1,251;R
ES0026000000040084RB0F;02/11/2017;18;1,001;R
ES0026000000040084RB0F;02/11/2017;19;0,155;R
ES0026000000040084RB0F;02/11/2017;20;0,111;R
ES0026000000040084RB0F;02/11/2017;21;0,094;R
ES0026000000040084RB0F;02/11/2017;22;0,152;R
ES0026000000040084RB0F;02/11/2017;23;0,701;R
ES0026000000040084RB0F;02/11/2017;24;0,529;R
ES0026000000040084RB0F;03/11/2017;1;1,613;R
ES0026000000040084RB0F;03/11/2017;2;0,883;R
ES0026000000040084RB0F;03/11/2017;3;0,386;R
ES0026000000040084RB0F;03/11/2017;4;0,257;R
ES0026000000040084RB0F;03/11/2017;5;0,06;R
ES0026000000040084RB0F;03/11/2017;6;0,071;R
ES0026000000040084RB0F;03/11/2017;7;0,077;R
ES0026000000040084RB0F;03/11/2017;8;0,042;R
ES0026000000040084RB0F;03/11/2017;9;0,135;R
ES0026000000040084RB0F;03/11/2017;10;0,216;R
ES0026000000040084RB0F;03/11/2017;11;0,151;R
ES0026000000040084RB0F;03/11/2017;12;0,07;R
ES0026000000040084RB0F;03/11/2017;13;0,109;R
ES0026000000040084RB0F;03/11/2017;14;0,63;R
ES0026000000040084RB0F;03/11/2017;15;0,299;R
ES0026000000040084RB0F;03/11/2017;16;1,619;R
ES0026000000040084RB0F;03/11/2017;17;1,715;R
ES0026000000040084RB0F;03/11/2017;18;1,446;R
ES0026000000040084RB0F;03/11/2017;19;0,19;R
ES0026000000040084RB0F;03/11/2017;20;0,248;R
ES0026000000040084RB0F;03/11/2017;21;0,206;R
ES0026000000040084RB0F;03/11/2017;22;0,234;R
ES0026000000040084RB0F;03/11/2017;23;1,202;R
ES0026000000040084RB0F;03/11/2017;24;0,249;R
ES0026000000040084RB0F;04/11/2017;1;0,277;R
ES0026000000040084RB0F;04/11/2017;2;0,178;R
ES0026000000040084RB0F;04/11/2017;3;0,088;R
ES0026000000040084RB0F;04/11/2017;4;0,077;R
ES0026000000040084RB0F;04/11/2017;5;0,064;R
ES0026000000040084RB0F;04/11/2017;6;0,075;R
ES0026000000040084RB0F;04/11/2017;7;0,074;R
ES0026000000040084RB0F;04/11/2017;8;0,058;R
ES0026000000040084RB0F;04/11/2017;9;0,071;R
ES0026000000040084RB0F;04/11/2017;10;0,241;R
ES0026000000040084RB0F;04/11/2017;11;0,099;R
ES0026000000040084RB0F;04/11/2017;12;0,521;R
ES0026000000040084RB0F;04/11/2017;13;0,216;R
ES0026000000040084RB0F;04/11/2017;14;0,819;R
ES0026000000040084RB0F;04/11/2017;15;0,071;R
ES0026000000040084RB0F;04/11/2017;16;0,069;R
ES0026000000040084RB0F;04/11/2017;17;0,426;R
ES0026000000040084RB0F;04/11/2017;18;0,53;R
ES0026000000040084RB0F;04/11/2017;19;0,414;R
ES0026000000040084RB0F;04/11/2017;20;0,341;R
ES0026000000040084RB0F;04/11/2017;21;0,671;R
ES0026000000040084RB0F;04/11/2017;22;0,771;R
ES0026000000040084RB0F;04/11/2017;23;0,562;R
ES0026000000040084RB0F;04/11/2017;24;0,95;R
ES0026000000040084RB0F;05/11/2017;1;0,197;R
ES0026000000040084RB0F;05/11/2017;2;0,063;R
ES0026000000040084RB0F;05/11/2017;3;0,112;R
ES0026000000040084RB0F;05/11/2017;4;0,13;R
ES0026000000040084RB0F;05/11/2017;5;0,096;R
ES0026000000040084RB0F;05/11/2017;6;0,069;R
ES0026000000040084RB0F;05/11/2017;7;0,062;R
ES0026000000040084RB0F;05/11/2017;8;0,121;R
ES0026000000040084RB0F;05/11/2017;9;0,385;R
ES0026000000040084RB0F;05/11/2017;10;0,283;R
ES0026000000040084RB0F;05/11/2017;11;0,37;R
ES0026000000040084RB0F;05/11/2017;12;0,385;R
ES0026000000040084RB0F;05/11/2017;13;0,156;R
ES0026000000040084RB0F;05/11/2017;14;0,083;R
ES0026000000040084RB0F;05/11/2017;15;0,052;R
ES0026000000040084RB0F;05/11/2017;16;0,067;R
ES0026000000040084RB0F;05/11/2017;17;0,087;R
ES0026000000040084RB0F;05/11/2017;18;0,078;R
ES0026000000040084RB0F;05/11/2017;19;0,052;R
ES0026000000040084RB0F;05/11/2017;20;0,076;R
ES0026000000040084RB0F;05/11/2017;21;0,083;R
ES0026000000040084RB0F;05/11/2017;22;0,053;R
ES0026000000040084RB0F;05/11/2017;23;0,08;R
ES0026000000040084RB0F;05/11/2017;24;0,077;R
ES0026000000040084RB0F;06/11/2017;1;0,057;R
ES0026000000040084RB0F;06/11/2017;2;0,076;R
ES0026000000040084RB0F;06/11/2017;3;0,083;R
ES0026000000040084RB0F;06/11/2017;4;0,062;R
ES0026000000040084RB0F;06/11/2017;5;0,058;R
ES0026000000040084RB0F;06/11/2017;6;0,086;R
ES0026000000040084RB0F;06/11/2017;7;0,134;R
ES0026000000040084RB0F;06/11/2017;8;0,061;R
ES0026000000040084RB0F;06/11/2017;9;0,086;R
ES0026000000040084RB0F;06/11/2017;10;0,079;R
ES0026000000040084RB0F;06/11/2017;11;0,044;R
ES0026000000040084RB0F;06/11/2017;12;0,076;R
ES0026000000040084RB0F;06/11/2017;13;0,085;R
ES0026000000040084RB0F;06/11/2017;14;0,051;R
ES0026000000040084RB0F;06/11/2017;15;0,074;R
ES0026000000040084RB0F;06/11/2017;16;0,074;R
ES0026000000040084RB0F;06/11/2017;17;0,052;R
ES0026000000040084RB0F;06/11/2017;18;0,084;R
ES0026000000040084RB0F;06/11/2017;19;0,073;R
ES0026000000040084RB0F;06/11/2017;20;0,042;R
ES0026000000040084RB0F;06/11/2017;21;0,081;R
ES0026000000040084RB0F;06/11/2017;22;0,083;R
ES0026000000040084RB0F;06/11/2017;23;0,046;R
ES0026000000040084RB0F;06/11/2017;24;0,073;R
ES0026000000040084RB0F;07/11/2017;1;0,077;R
ES0026000000040084RB0F;07/11/2017;2;0,054;R
ES0026000000040084RB0F;07/11/2017;3;0,078;R
ES0026000000040084RB0F;07/11/2017;4;0,073;R
ES0026000000040084RB0F;07/11/2017;5;0,044;R
ES0026000000040084RB0F;07/11/2017;6;0,083;R
ES0026000000040084RB0F;07/11/2017;7;0,082;R
ES0026000000040084RB0F;07/11/2017;8;0,042;R
ES0026000000040084RB0F;07/11/2017;9;0,072;R
ES0026000000040084RB0F;07/11/2017;10;0,08;R
ES0026000000040084RB0F;07/11/2017;11;0,053;R
ES0026000000040084RB0F;07/11/2017;12;0,073;R
ES0026000000040084RB0F;07/11/2017;13;0,071;R
ES0026000000040084RB0F;07/11/2017;14;0,048;R
ES0026000000040084RB0F;07/11/2017;15;0,082;R
ES0026000000040084RB0F;07/11/2017;16;0,071;R
ES0026000000040084RB0F;07/11/2017;17;0,047;R
ES0026000000040084RB0F;07/11/2017;18;0,074;R
ES0026000000040084RB0F;07/11/2017;19;0,073;R
ES0026000000040084RB0F;07/11/2017;20;0,059;R
ES0026000000040084RB0F;07/11/2017;21;0,073;R
ES0026000000040084RB0F;07/11/2017;22;0,059;R
ES0026000000040084RB0F;07/11/2017;23;0,068;R
ES0026000000040084RB0F;07/11/2017;24;0,083;R
ES0026000000040084RB0F;08/11/2017;1;0,058;R
ES0026000000040084RB0F;08/11/2017;2;0,058;R
ES0026000000040084RB0F;08/11/2017;3;0,082;R
ES0026000000040084RB0F;08/11/2017;4;0,068;R
ES0026000000040084RB0F;08/11/2017;5;0,059;R
ES0026000000040084RB0F;08/11/2017;6;0,072;R
ES0026000000040084RB0F;08/11/2017;7;0,063;R
ES0026000000040084RB0F;08/11/2017;8;0,07;R
ES0026000000040084RB0F;08/11/2017;9;0,073;R
ES0026000000040084RB0F;08/11/2017;10;0,053;R
ES0026000000040084RB0F;08/11/2017;11;0,067;R
ES0026000000040084RB0F;08/11/2017;12;0,082;R
ES0026000000040084RB0F;08/11/2017;13;0,053;R
ES0026000000040084RB0F;08/11/2017;14;0,063;R
ES0026000000040084RB0F;08/11/2017;15;0,075;R
ES0026000000040084RB0F;08/11/2017;16;0,059;R
ES0026000000040084RB0F;08/11/2017;17;0,07;R
ES0026000000040084RB0F;08/11/2017;18;0,072;R
ES0026000000040084RB0F;08/11/2017;19;0,052;R
ES0026000000040084RB0F;08/11/2017;20;0,077;R
ES0026000000040084RB0F;08/11/2017;21;0,08;R
ES0026000000040084RB0F;08/11/2017;22;0,05;R
ES0026000000040084RB0F;08/11/2017;23;0,068;R
ES0026000000040084RB0F;08/11/2017;24;0,086;R
ES0026000000040084RB0F;09/11/2017;1;0,062;R
ES0026000000040084RB0F;09/11/2017;2;0,061;R
ES0026000000040084RB0F;09/11/2017;3;0,076;R
ES0026000000040084RB0F;09/11/2017;4;0,068;R
ES0026000000040084RB0F;09/11/2017;5;0,067;R
ES0026000000040084RB0F;09/11/2017;6;0,073;R
ES0026000000040084RB0F;09/11/2017;7;0,058;R
ES0026000000040084RB0F;09/11/2017;8;0,068;R
ES0026000000040084RB0F;09/11/2017;9;0,08;R
ES0026000000040084RB0F;09/11/2017;10;0,06;R
ES0026000000040084RB0F;09/11/2017;11;0,053;R
ES0026000000040084RB0F;09/11/2017;12;0,083;R
ES0026000000040084RB0F;09/11/2017;13;0,07;R
ES0026000000040084RB0F;09/11/2017;14;0,053;R
ES0026000000040084RB0F;09/11/2017;15;0,071;R
ES0026000000040084RB0F;09/11/2017;16;0,069;R
ES0026000000040084RB0F;09/11/2017;17;0,065;R
ES0026000000040084RB0F;09/11/2017;18;0,072;R
ES0026000000040084RB0F;09/11/2017;19;0,061;R
ES0026000000040084RB0F;09/11/2017;20;0,062;R
ES0026000000040084RB0F;09/11/2017;21;0,084;R
ES0026000000040084RB0F;09/11/2017;22;0,065;R
ES0026000000040084RB0F;09/11/2017;23;0,051;R
ES0026000000040084RB0F;09/11/2017;24;0,082;R
ES0026000000040084RB0F;10/11/2017;1;0,08;R
ES0026000000040084RB0F;10/11/2017;2;0,048;R
ES0026000000040084RB0F;10/11/2017;3;0,074;R
ES0026000000040084RB0F;10/11/2017;4;0,08;R
ES0026000000040084RB0F;10/11/2017;5;0,054;R
ES0026000000040084RB0F;10/11/2017;6;0,075;R
ES0026000000040084RB0F;10/11/2017;7;0,072;R
ES0026000000040084RB0F;10/11/2017;8;0,049;R
ES0026000000040084RB0F;10/11/2017;9;0,083;R
ES0026000000040084RB0F;10/11/2017;10;0,075;R
ES0026000000040084RB0F;10/11/2017;11;0,042;R
ES0026000000040084RB0F;10/11/2017;12;0,079;R
ES0026000000040084RB0F;10/11/2017;13;0,082;R
ES0026000000040084RB0F;10/11/2017;14;0,046;R
ES0026000000040084RB0F;10/11/2017;15;0,072;R
ES0026000000040084RB0F;10/11/2017;16;0,078;R
ES0026000000040084RB0F;10/11/2017;17;0,052;R
ES0026000000040084RB0F;10/11/2017;18;0,078;R
ES0026000000040084RB0F;10/11/2017;19;0,073;R
ES0026000000040084RB0F;10/11/2017;20;0,046;R
ES0026000000040084RB0F;10/11/2017;21;0,084;R
ES0026000000040084RB0F;10/11/2017;22;0,079;R
ES0026000000040084RB0F;10/11/2017;23;0,042;R
ES0026000000040084RB0F;10/11/2017;24;0,078;R
ES0026000000040084RB0F;11/11/2017;1;0,085;R
ES0026000000040084RB0F;11/11/2017;2;0,048;R
ES0026000000040084RB0F;11/11/2017;3;0,074;R
ES0026000000040084RB0F;11/11/2017;4;0,078;R
ES0026000000040084RB0F;11/11/2017;5;0,053;R
ES0026000000040084RB0F;11/11/2017;6;0,079;R
ES0026000000040084RB0F;11/11/2017;7;0,073;R
ES0026000000040084RB0F;11/11/2017;8;0,049;R
ES0026000000040084RB0F;11/11/2017;9;0,08;R
ES0026000000040084RB0F;11/11/2017;10;0,08;R
ES0026000000040084RB0F;11/11/2017;11;0,047;R
ES0026000000040084RB0F;11/11/2017;12;0,068;R
ES0026000000040084RB0F;11/11/2017;13;0,083;R
ES0026000000040084RB0F;11/11/2017;14;0,056;R
ES0026000000040084RB0F;11/11/2017;15;0,067;R
ES0026000000040084RB0F;11/11/2017;16;0,13;R
ES0026000000040084RB0F;11/11/2017;17;0,072;R
ES0026000000040084RB0F;11/11/2017;18;0,07;R
ES0026000000040084RB0F;11/11/2017;19;0,079;R
ES0026000000040084RB0F;11/11/2017;20;0,058;R
ES0026000000040084RB0F;11/11/2017;21;0,073;R
ES0026000000040084RB0F;11/11/2017;22;0,075;R
ES0026000000040084RB0F;11/11/2017;23;0,052;R
ES0026000000040084RB0F;11/11/2017;24;0,078;R
ES0026000000040084RB0F;12/11/2017;1;0,144;E
ES0026000000040084RB0F;12/11/2017;2;0,12;E
ES0026000000040084RB0F;12/11/2017;3;0,104;E
ES0026000000040084RB0F;12/11/2017;4;0,096;E
ES0026000000040084RB0F;12/11/2017;5;0,092;E
ES0026000000040084RB0F;12/11/2017;6;0,092;E
ES0026000000040084RB0F;12/11/2017;7;0,095;E
ES0026000000040084RB0F;12/11/2017;8;0,103;E
ES0026000000040084RB0F;12/11/2017;9;0,124;E
ES0026000000040084RB0F;12/11/2017;10;0,156;E
ES0026000000040084RB0F;12/11/2017;11;0,184;E
ES0026000000040084RB0F;12/11/2017;12;0,196;E
ES0026000000040084RB0F;12/11/2017;13;0,201;E
ES0026000000040084RB0F;12/11/2017;14;0,209;E
ES0026000000040084RB0F;12/11/2017;15;0,207;E
ES0026000000040084RB0F;12/11/2017;16;0,185;E
ES0026000000040084RB0F;12/11/2017;17;0,175;E
ES0026000000040084RB0F;12/11/2017;18;0,18;E
ES0026000000040084RB0F;12/11/2017;19;0,208;E
ES0026000000040084RB0F;12/11/2017;20;0,225;E
ES0026000000040084RB0F;12/11/2017;21;0,237;E
ES0026000000040084RB0F;12/11/2017;22;0,235;E
ES0026000000040084RB0F;12/11/2017;23;0,203;E
ES0026000000040084RB0F;12/11/2017;24;0,165;E
ES0026000000040084RB0F;13/11/2017;1;0,084;R
ES0026000000040084RB0F;13/11/2017;2;0,077;R
ES0026000000040084RB0F;13/11/2017;3;0,051;R
ES0026000000040084RB0F;13/11/2017;4;0,074;R
ES0026000000040084RB0F;13/11/2017;5;0,078;R
ES0026000000040084RB0F;13/11/2017;6;0,057;R
ES0026000000040084RB0F;13/11/2017;7;0,076;R
ES0026000000040084RB0F;13/11/2017;8;0,072;R
ES0026000000040084RB0F;13/11/2017;9;0,049;R
ES0026000000040084RB0F;13/11/2017;10;0,097;R
ES0026000000040084RB0F;13/11/2017;11;0,095;R
ES0026000000040084RB0F;13/11/2017;12;0,048;R
ES0026000000040084RB0F;13/11/2017;13;0,076;R
ES0026000000040084RB0F;13/11/2017;14;0,083;R
ES0026000000040084RB0F;13/11/2017;15;0,057;R
ES0026000000040084RB0F;13/11/2017;16;0,064;R
ES0026000000040084RB0F;13/11/2017;17;0,076;R
ES0026000000040084RB0F;13/11/2017;18;0,063;R
ES0026000000040084RB0F;13/11/2017;19;0,072;R
ES0026000000040084RB0F;13/11/2017;20;0,073;R
ES0026000000040084RB0F;13/11/2017;21;0,054;R
ES0026000000040084RB0F;13/11/2017;22;0,072;R
ES0026000000040084RB0F;13/11/2017;23;0,084;R
ES0026000000040084RB0F;13/11/2017;24;0,058;R
ES0026000000040084RB0F;14/11/2017;1;0,059;R
ES0026000000040084RB0F;14/11/2017;2;0,084;R
ES0026000000040084RB0F;14/11/2017;3;0,071;R
ES0026000000040084RB0F;14/11/2017;4;0,056;R
ES0026000000040084RB0F;14/11/2017;5;0,073;R
ES0026000000040084RB0F;14/11/2017;6;0,073;R
ES0026000000040084RB0F;14/11/2017;7;0,062;R
ES0026000000040084RB0F;14/11/2017;8;0,075;R
ES0026000000040084RB0F;14/11/2017;9;0,066;R
ES0026000000040084RB0F;14/11/2017;10;0,055;R
ES0026000000040084RB0F;14/11/2017;11;0,083;R
ES0026000000040084RB0F;14/11/2017;12;0,071;R
ES0026000000040084RB0F;14/11/2017;13;0,048;R
ES0026000000040084RB0F;14/11/2017;14;0,085;R
ES0026000000040084RB0F;14/11/2017;15;0,067;R
ES0026000000040084RB0F;14/11/2017;16;0,064;R
ES0026000000040084RB0F;14/11/2017;17;0,073;R
ES0026000000040084RB0F;14/11/2017;18;0,06;R
ES0026000000040084RB0F;14/11/2017;19;0,067;R
ES0026000000040084RB0F;14/11/2017;20;0,081;R
ES0026000000040084RB0F;14/11/2017;21;0,061;R
ES0026000000040084RB0F;14/11/2017;22;0,053;R
ES0026000000040084RB0F;14/11/2017;23;0,085;R
ES0026000000040084RB0F;14/11/2017;24;0,074;R
ES0026000000040084RB0F;15/11/2017;1;0,052;R
ES0026000000040084RB0F;15/11/2017;2;0,073;R
ES0026000000040084RB0F;15/11/2017;3;0,078;R
ES0026000000040084RB0F;15/11/2017;4;0,059;R
ES0026000000040084RB0F;15/11/2017;5;0,073;R
ES0026000000040084RB0F;15/11/2017;6;0,07;R
ES0026000000040084RB0F;15/11/2017;7;0,053;R
ES0026000000040084RB0F;15/11/2017;8;0,083;R
ES0026000000040084RB0F;15/11/2017;9;0,074;R
ES0026000000040084RB0F;15/11/2017;10;0,042;R
ES0026000000040084RB0F;15/11/2017;11;0,077;R
ES0026000000040084RB0F;15/11/2017;12;0,082;R
ES0026000000040084RB0F;15/11/2017;13;0,047;R
ES0026000000040084RB0F;15/11/2017;14;0,071;R
ES0026000000040084RB0F;15/11/2017;15;0,076;R
ES0026000000040084RB0F;15/11/2017;16;0,053;R
ES0026000000040084RB0F;15/11/2017;17;0,078;R
ES0026000000040084RB0F;15/11/2017;18;0,072;R
ES0026000000040084RB0F;15/11/2017;19;0,044;R
ES0026000000040084RB0F;15/11/2017;20;0,082;R
ES0026000000040084RB0F;15/11/2017;21;0,081;R
ES0026000000040084RB0F;15/11/2017;22;0,042;R
ES0026000000040084RB0F;15/11/2017;23;0,073;R
ES0026000000040084RB0F;15/11/2017;24;0,083;R
ES0026000000040084RB0F;16/11/2017;1;0,056;R
ES0026000000040084RB0F;16/11/2017;2;0,07;R
ES0026000000040084RB0F;16/11/2017;3;0,074;R
ES0026000000040084RB0F;16/11/2017;4;0,057;R
ES0026000000040084RB0F;16/11/2017;5;0,077;R
ES0026000000040084RB0F;16/11/2017;6;0,075;R
ES0026000000040084RB0F;16/11/2017;7;0,051;R
ES0026000000040084RB0F;16/11/2017;8;0,07;R
ES0026000000040084RB0F;16/11/2017;9;0,083;R
ES0026000000040084RB0F;16/11/2017;10;0,055;R
ES0026000000040084RB0F;16/11/2017;11;0,063;R
ES0026000000040084RB0F;16/11/2017;12;0,077;R
ES0026000000040084RB0F;16/11/2017;13;0,062;R
ES0026000000040084RB0F;16/11/2017;14;0,068;R
ES0026000000040084RB0F;16/11/2017;15;0,072;R
ES0026000000040084RB0F;16/11/2017;16;0,052;R
ES0026000000040084RB0F;16/11/2017;17;0,076;R
ES0026000000040084RB0F;16/11/2017;18;0,079;R
ES0026000000040084RB0F;16/11/2017;19;0,05;R
ES0026000000040084RB0F;16/11/2017;20;0,065;R
ES0026000000040084RB0F;16/11/2017;21;0,083;R
ES0026000000040084RB0F;16/11/2017;22;0,06;R
ES0026000000040084RB0F;16/11/2017;23;0,064;R
ES0026000000040084RB0F;16/11/2017;24;0,073;R
ES0026000000040084RB0F;17/11/2017;1;0,065;R
ES0026000000040084RB0F;17/11/2017;2;0,128;R
ES0026000000040084RB0F;17/11/2017;3;0,086;R
ES0026000000040084RB0F;17/11/2017;4;0,068;R
ES0026000000040084RB0F;17/11/2017;5;0,062;R
ES0026000000040084RB0F;17/11/2017;6;0,073;R
ES0026000000040084RB0F;17/11/2017;7;0,063;R
ES0026000000040084RB0F;17/11/2017;8;0,068;R
ES0026000000040084RB0F;17/11/2017;9;0,076;R
ES0026000000040084RB0F;17/11/2017;10;0,061;R
ES0026000000040084RB0F;17/11/2017;11;0,056;R
ES0026000000040084RB0F;17/11/2017;12;0,083;R
ES0026000000040084RB0F;17/11/2017;13;0,068;R
ES0026000000040084RB0F;17/11/2017;14;0,053;R
ES0026000000040084RB0F;17/11/2017;15;0,073;R
ES0026000000040084RB0F;17/11/2017;16;0,073;R
ES0026000000040084RB0F;17/11/2017;17;0,061;R
ES0026000000040084RB0F;17/11/2017;18;0,073;R
ES0026000000040084RB0F;17/11/2017;19;0,064;R
ES0026000000040084RB0F;17/11/2017;20;0,06;R
ES0026000000040084RB0F;17/11/2017;21;0,084;R
ES0026000000040084RB0F;17/11/2017;22;0,455;R
ES0026000000040084RB0F;17/11/2017;23;0,476;R
ES0026000000040084RB0F;17/11/2017;24;0,409;R
ES0026000000040084RB0F;18/11/2017;1;0,131;R
ES0026000000040084RB0F;18/11/2017;2;0,088;R
ES0026000000040084RB0F;18/11/2017;3;0,061;R
ES0026000000040084RB0F;18/11/2017;4;0,071;R
ES0026000000040084RB0F;18/11/2017;5;0,09;R
ES0026000000040084RB0F;18/11/2017;6;0,108;R
ES0026000000040084RB0F;18/11/2017;7;0,299;R
ES0026000000040084RB0F;18/11/2017;8;0,332;R
ES0026000000040084RB0F;18/11/2017;9;0,443;R
ES0026000000040084RB0F;18/11/2017;10;0,43;R
ES0026000000040084RB0F;18/11/2017;11;0,4;R
ES0026000000040084RB0F;18/11/2017;12;1,023;R
ES0026000000040084RB0F;18/11/2017;13;0,68;R
ES0026000000040084RB0F;18/11/2017;14;0,926;R
ES0026000000040084RB0F;18/11/2017;15;0,359;R
ES0026000000040084RB0F;18/11/2017;16;0,382;R
ES0026000000040084RB0F;18/11/2017;17;0,469;R
ES0026000000040084RB0F;18/11/2017;18;0,526;R
ES0026000000040084RB0F;18/11/2017;19;0,861;R
ES0026000000040084RB0F;18/11/2017;20;0,381;R
ES0026000000040084RB0F;18/11/2017;21;0,663;R
ES0026000000040084RB0F;18/11/2017;22;0,606;R
ES0026000000040084RB0F;18/11/2017;23;0,692;R
ES0026000000040084RB0F;18/11/2017;24;0,347;R
ES0026000000040084RB0F;19/11/2017;1;0,169;E
ES0026000000040084RB0F;19/11/2017;2;0,14;E
ES0026000000040084RB0F;19/11/2017;3;0,122;E
ES0026000000040084RB0F;19/11/2017;4;0,113;E
ES0026000000040084RB0F;19/11/2017;5;0,108;E
ES0026000000040084RB0F;19/11/2017;6;0,107;E
ES0026000000040084RB0F;19/11/2017;7;0,111;E
ES0026000000040084RB0F;19/11/2017;8;0,121;E
ES0026000000040084RB0F;19/11/2017;9;0,145;E
ES0026000000040084RB0F;19/11/2017;10;0,183;E
ES0026000000040084RB0F;19/11/2017;11;0,216;E
ES0026000000040084RB0F;19/11/2017;12;0,229;E
ES0026000000040084RB0F;19/11/2017;13;0,235;E
ES0026000000040084RB0F;19/11/2017;14;0,245;E
ES0026000000040084RB0F;19/11/2017;15;0,243;E
ES0026000000040084RB0F;19/11/2017;16;0,217;E
ES0026000000040084RB0F;19/11/2017;17;0,205;E
ES0026000000040084RB0F;19/11/2017;18;0,211;E
ES0026000000040084RB0F;19/11/2017;19;0,244;E
ES0026000000040084RB0F;19/11/2017;20;0,264;E
ES0026000000040084RB0F;19/11/2017;21;0,278;E
ES0026000000040084RB0F;19/11/2017;22;0,275;E
ES0026000000040084RB0F;19/11/2017;23;0,239;E
ES0026000000040084RB0F;19/11/2017;24;0,194;E
ES0026000000040084RB0F;20/11/2017;1;0,137;R
ES0026000000040084RB0F;20/11/2017;2;0,101;R
ES0026000000040084RB0F;20/11/2017;3;0,124;R
ES0026000000040084RB0F;20/11/2017;4;0,083;R
ES0026000000040084RB0F;20/11/2017;5;0,062;R
ES0026000000040084RB0F;20/11/2017;6;0,083;R
ES0026000000040084RB0F;20/11/2017;7;0,088;R
ES0026000000040084RB0F;20/11/2017;8;0,102;R
ES0026000000040084RB0F;20/11/2017;9;0,226;R
ES0026000000040084RB0F;20/11/2017;10;0,282;R
ES0026000000040084RB0F;20/11/2017;11;0,09;R
ES0026000000040084RB0F;20/11/2017;12;0,424;R
ES0026000000040084RB0F;20/11/2017;13;0,483;R
ES0026000000040084RB0F;20/11/2017;14;0,947;R
ES0026000000040084RB0F;20/11/2017;15;0,921;R
ES0026000000040084RB0F;20/11/2017;16;0,243;R
ES0026000000040084RB0F;20/11/2017;17;0,194;R
ES0026000000040084RB0F;20/11/2017;18;0,19;R
ES0026000000040084RB0F;20/11/2017;19;0,102;R
ES0026000000040084RB0F;20/11/2017;20;0,108;R
ES0026000000040084RB0F;20/11/2017;21;0,325;R
ES0026000000040084RB0F;20/11/2017;22;0,372;R
ES0026000000040084RB0F;20/11/2017;23;0,31;R
ES0026000000040084RB0F;20/11/2017;24;0,179;R
ES0026000000040084RB0F;21/11/2017;1;0,068;R
ES0026000000040084RB0F;21/11/2017;2;0,092;R
ES0026000000040084RB0F;21/11/2017;3;0,078;R
ES0026000000040084RB0F;21/11/2017;4;0,059;R
ES0026000000040084RB0F;21/11/2017;5;0,083;R
ES0026000000040084RB0F;21/11/2017;6;0,077;R
ES0026000000040084RB0F;21/11/2017;7;0,087;R
ES0026000000040084RB0F;21/11/2017;8;0,082;R
ES0026000000040084RB0F;21/11/2017;9;0,274;R
ES0026000000040084RB0F;21/11/2017;10;0,122;R
ES0026000000040084RB0F;21/11/2017;11;0,435;R
ES0026000000040084RB0F;21/11/2017;12;0,411;R
ES0026000000040084RB0F;21/11/2017;13;0,186;R
ES0026000000040084RB0F;21/11/2017;14;0,064;R
ES0026000000040084RB0F;21/11/2017;15;0,123;R
ES0026000000040084RB0F;21/11/2017;16;0,556;R
ES0026000000040084RB0F;21/11/2017;17;0,243;R
ES0026000000040084RB0F;21/11/2017;18;0,646;R
ES0026000000040084RB0F;21/11/2017;19;0,093;R
ES0026000000040084RB0F;21/11/2017;20;0,106;R
ES0026000000040084RB0F;21/11/2017;21;0,099;R
ES0026000000040084RB0F;21/11/2017;22;0,135;R
ES0026000000040084RB0F;21/11/2017;23;0,237;R
ES0026000000040084RB0F;21/11/2017;24;0,315;R
ES0026000000040084RB0F;22/11/2017;1;0,19;R
ES0026000000040084RB0F;22/11/2017;2;0,073;R
ES0026000000040084RB0F;22/11/2017;3;0,091;R
ES0026000000040084RB0F;22/11/2017;4;0,085;R
ES0026000000040084RB0F;22/11/2017;5;0,063;R
ES0026000000040084RB0F;22/11/2017;6;0,082;R
ES0026000000040084RB0F;22/11/2017;7;0,077;R
ES0026000000040084RB0F;22/11/2017;8;0,077;R
ES0026000000040084RB0F;22/11/2017;9;0,315;R
ES0026000000040084RB0F;22/11/2017;10;0,141;R
ES0026000000040084RB0F;22/11/2017;11;0,093;R
ES0026000000040084RB0F;22/11/2017;12;0,408;R
ES0026000000040084RB0F;22/11/2017;13;0,165;R
ES0026000000040084RB0F;22/11/2017;14;0,591;R
ES0026000000040084RB0F;22/11/2017;15;0,365;R
ES0026000000040084RB0F;22/11/2017;16;0,26;R
ES0026000000040084RB0F;22/11/2017;17;0,262;R
ES0026000000040084RB0F;22/11/2017;18;0,24;R
ES0026000000040084RB0F;22/11/2017;19;0,099;R
ES0026000000040084RB0F;22/11/2017;20;0,086;R
ES0026000000040084RB0F;22/11/2017;21;0,135;R
ES0026000000040084RB0F;22/11/2017;22;0,397;R
ES0026000000040084RB0F;22/11/2017;23;0,536;R
ES0026000000040084RB0F;22/11/2017;24;0,343;R
ES0026000000040084RB0F;23/11/2017;1;0,767;R
ES0026000000040084RB0F;23/11/2017;2;0,094;R
ES0026000000040084RB0F;23/11/2017;3;0,062;R
