CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0026000000040084RB0F;25/01/2019;5;0,05;R
ES0026000000040084RB0F;25/01/2019;6;0,035;R
ES0026000000040084RB0F;25/01/2019;7;0,126;R
ES0026000000040084RB0F;25/01/2019;8;0,286;R
ES0026000000040084RB0F;25/01/2019;9;0,305;R
ES0026000000040084RB0F;25/01/2019;10;0,025;R
ES0026000000040084RB0F;25/01/2019;11;0,355;R
ES0026000000040084RB0F;25/01/2019;12;0,123;R
ES0026000000040084RB0F;25/01/2019;13;0,215;R
ES0026000000040084RB0F;25/01/2019;14;0,11;R
ES0026000000040084RB0F;25/01/2019;15;0,054;R
ES0026000000040084RB0F;25/01/2019;16;0,027;R
ES0026000000040084RB0F;25/01/2019;17;0,052;R
ES0026000000040084RB0F;25/01/2019;18;0,055;R
ES0026000000040084RB0F;25/01/2019;19;0,036;R
ES0026000000040084RB0F;25/01/2019;20;0,044;R
ES0026000000040084RB0F;25/01/2019;21;0,056;R
ES0026000000040084RB0F;25/01/2019;22;0,046;R
ES0026000000040084RB0F;25/01/2019;23;0,035;R
ES0026000000040084RB0F;25/01/2019;24;0,057;R
ES0026000000040084RB0F;26/01/2019;1;0,217;R
ES0026000000040084RB0F;26/01/2019;2;0,264;R
ES0026000000040084RB0F;26/01/2019;3;0,055;R
ES0026000000040084RB0F;26/01/2019;4;0,051;R
ES0026000000040084RB0F;26/01/2019;5;0,026;R
ES0026000000040084RB0F;26/01/2019;6;0,045;R
ES0026000000040084RB0F;26/01/2019;7;0,051;R
ES0026000000040084RB0F;26/01/2019;8;0,034;R
ES0026000000040084RB0F;26/01/2019;9;0,264;R
ES0026000000040084RB0F;26/01/2019;10;0,176;R
ES0026000000040084RB0F;26/01/2019;11;0,04;R
ES0026000000040084RB0F;26/01/2019;12;0,029;R
ES0026000000040084RB0F;26/01/2019;13;0,049;R
ES0026000000040084RB0F;26/01/2019;14;0,046;R
ES0026000000040084RB0F;26/01/2019;15;0,023;R
ES0026000000040084RB0F;26/01/2019;16;0,048;R
ES0026000000040084RB0F;26/01/2019;17;0,05;R
ES0026000000040084RB0F;26/01/2019;18;0,02;R
ES0026000000040084RB0F;26/01/2019;19;0,051;R
ES0026000000040084RB0F;26/01/2019;20;0,05;R
ES0026000000040084RB0F;26/01/2019;21;0,025;R
ES0026000000040084RB0F;26/01/2019;22;0,046;R
ES0026000000040084RB0F;26/01/2019;23;0,052;R
ES0026000000040084RB0F;26/01/2019;24;0,036;R
ES0026000000040084RB0F;27/01/2019;1;0,035;R
ES0026000000040084RB0F;27/01/2019;2;0,051;R
ES0026000000040084RB0F;27/01/2019;3;0,048;R
ES0026000000040084RB0F;27/01/2019;4;0,024;R
ES0026000000040084RB0F;27/01/2019;5;0,05;R
ES0026000000040084RB0F;27/01/2019;6;0,051;R
ES0026000000040084RB0F;27/01/2019;7;0,02;R
ES0026000000040084RB0F;27/01/2019;8;0,05;R
ES0026000000040084RB0F;27/01/2019;9;0,051;R
ES0026000000040084RB0F;27/01/2019;10;0,021;R
ES0026000000040084RB0F;27/01/2019;11;0,048;R
ES0026000000040084RB0F;27/01/2019;12;0,049;R
ES0026000000040084RB0F;27/01/2019;13;0,026;R
ES0026000000040084RB0F;27/01/2019;14;0,043;R
ES0026000000040084RB0F;27/01/2019;15;0,048;R
ES0026000000040084RB0F;27/01/2019;16;0,03;R
ES0026000000040084RB0F;27/01/2019;17;0,039;R
ES0026000000040084RB0F;27/01/2019;18;0,051;R
ES0026000000040084RB0F;27/01/2019;19;0,035;R
ES0026000000040084RB0F;27/01/2019;20;0,035;R
ES0026000000040084RB0F;27/01/2019;21;0,051;R
ES0026000000040084RB0F;27/01/2019;22;0,043;R
ES0026000000040084RB0F;27/01/2019;23;0,029;R
ES0026000000040084RB0F;27/01/2019;24;0,052;R
ES0026000000040084RB0F;28/01/2019;1;0,05;R
ES0026000000040084RB0F;28/01/2019;2;0,021;R
ES0026000000040084RB0F;28/01/2019;3;0,051;R
ES0026000000040084RB0F;28/01/2019;4;0,051;R
ES0026000000040084RB0F;28/01/2019;5;0,022;R
ES0026000000040084RB0F;28/01/2019;6;0,048;R
ES0026000000040084RB0F;28/01/2019;7;0,05;R
ES0026000000040084RB0F;28/01/2019;8;0,029;R
ES0026000000040084RB0F;28/01/2019;9;0,041;R
ES0026000000040084RB0F;28/01/2019;10;0,05;R
ES0026000000040084RB0F;28/01/2019;11;0,033;R
ES0026000000040084RB0F;28/01/2019;12;0,036;R
ES0026000000040084RB0F;28/01/2019;13;0,049;R
ES0026000000040084RB0F;28/01/2019;14;0,036;R
ES0026000000040084RB0F;28/01/2019;15;0,033;R
ES0026000000040084RB0F;28/01/2019;16;0,05;R
ES0026000000040084RB0F;28/01/2019;17;0,039;R
ES0026000000040084RB0F;28/01/2019;18;0,031;R
ES0026000000040084RB0F;28/01/2019;19;0,051;R
ES0026000000040084RB0F;28/01/2019;20;0,043;R
ES0026000000040084RB0F;28/01/2019;21;0,027;R
ES0026000000040084RB0F;28/01/2019;22;0,051;R
ES0026000000040084RB0F;28/01/2019;23;0,052;R
ES0026000000040084RB0F;28/01/2019;24;0,02;R
ES0026000000040084RB0F;29/01/2019;1;0,051;R
ES0026000000040084RB0F;29/01/2019;2;0,051;R
ES0026000000040084RB0F;29/01/2019;3;0,025;R
ES0026000000040084RB0F;29/01/2019;4;0,046;R
ES0026000000040084RB0F;29/01/2019;5;0,051;R
ES0026000000040084RB0F;29/01/2019;6;0,032;R
ES0026000000040084RB0F;29/01/2019;7;0,038;R
ES0026000000040084RB0F;29/01/2019;8;0,05;R
ES0026000000040084RB0F;29/01/2019;9;0,041;R
ES0026000000040084RB0F;29/01/2019;10;0,028;R
ES0026000000040084RB0F;29/01/2019;11;0,05;R
ES0026000000040084RB0F;29/01/2019;12;0,046;R
ES0026000000040084RB0F;29/01/2019;13;0,023;R
ES0026000000040084RB0F;29/01/2019;14;0,049;R
ES0026000000040084RB0F;29/01/2019;15;0,049;R
ES0026000000040084RB0F;29/01/2019;16;0,02;R
ES0026000000040084RB0F;29/01/2019;17;0,051;R
ES0026000000040084RB0F;29/01/2019;18;0,05;R
ES0026000000040084RB0F;29/01/2019;19;0,02;R
ES0026000000040084RB0F;29/01/2019;20;0,051;R
ES0026000000040084RB0F;29/01/2019;21;0,051;R
ES0026000000040084RB0F;29/01/2019;22;0,024;R
ES0026000000040084RB0F;29/01/2019;23;0,048;R
ES0026000000040084RB0F;29/01/2019;24;0,052;R
ES0026000000040084RB0F;30/01/2019;1;0,034;R
ES0026000000040084RB0F;30/01/2019;2;0,038;R
ES0026000000040084RB0F;30/01/2019;3;0,051;R
ES0026000000040084RB0F;30/01/2019;4;0,042;R
ES0026000000040084RB0F;30/01/2019;5;0,029;R
ES0026000000040084RB0F;30/01/2019;6;0,05;R
ES0026000000040084RB0F;30/01/2019;7;0,049;R
ES0026000000040084RB0F;30/01/2019;8;0,022;R
ES0026000000040084RB0F;30/01/2019;9;0,049;R
ES0026000000040084RB0F;30/01/2019;10;0,05;R
ES0026000000040084RB0F;30/01/2019;11;0,02;R
ES0026000000040084RB0F;30/01/2019;12;0,049;R
ES0026000000040084RB0F;30/01/2019;13;0,049;R
ES0026000000040084RB0F;30/01/2019;14;0,02;R
ES0026000000040084RB0F;30/01/2019;15;0,048;R
ES0026000000040084RB0F;30/01/2019;16;0,05;R
ES0026000000040084RB0F;30/01/2019;17;0,025;R
ES0026000000040084RB0F;30/01/2019;18;0,045;R
ES0026000000040084RB0F;30/01/2019;19;0,051;R
ES0026000000040084RB0F;30/01/2019;20;0,03;R
ES0026000000040084RB0F;30/01/2019;21;0,041;R
ES0026000000040084RB0F;30/01/2019;22;0,052;R
ES0026000000040084RB0F;30/01/2019;23;0,038;R
ES0026000000040084RB0F;30/01/2019;24;0,034;R
ES0026000000040084RB0F;31/01/2019;1;0,052;R
ES0026000000040084RB0F;31/01/2019;2;0,048;R
ES0026000000040084RB0F;31/01/2019;3;0,024;R
ES0026000000040084RB0F;31/01/2019;4;0,051;R
ES0026000000040084RB0F;31/01/2019;5;0,051;R
ES0026000000040084RB0F;31/01/2019;6;0,02;R
ES0026000000040084RB0F;31/01/2019;7;0,051;R
ES0026000000040084RB0F;31/01/2019;8;0,051;R
ES0026000000040084RB0F;31/01/2019;9;0,025;R
ES0026000000040084RB0F;31/01/2019;10;0,045;R
ES0026000000040084RB0F;31/01/2019;11;0,05;R
ES0026000000040084RB0F;31/01/2019;12;0,031;R
ES0026000000040084RB0F;31/01/2019;13;0,039;R
ES0026000000040084RB0F;31/01/2019;14;0,05;R
ES0026000000040084RB0F;31/01/2019;15;0,037;R
ES0026000000040084RB0F;31/01/2019;16;0,032;R
ES0026000000040084RB0F;31/01/2019;17;0,05;R
ES0026000000040084RB0F;31/01/2019;18;0,044;R
ES0026000000040084RB0F;31/01/2019;19;0,027;R
ES0026000000040084RB0F;31/01/2019;20;0,051;R
ES0026000000040084RB0F;31/01/2019;21;0,051;R
ES0026000000040084RB0F;31/01/2019;22;0,02;R
ES0026000000040084RB0F;31/01/2019;23;0,052;R
ES0026000000040084RB0F;31/01/2019;24;0,052;R
ES0026000000040084RB0F;01/02/2019;1;0,024;R
ES0026000000040084RB0F;01/02/2019;2;0,049;R
ES0026000000040084RB0F;01/02/2019;3;0,051;R
ES0026000000040084RB0F;01/02/2019;4;0,031;R
ES0026000000040084RB0F;01/02/2019;5;0,041;R
ES0026000000040084RB0F;01/02/2019;6;0,051;R
ES0026000000040084RB0F;01/02/2019;7;0,039;R
ES0026000000040084RB0F;01/02/2019;8;0,032;R
ES0026000000040084RB0F;01/02/2019;9;0,051;R
ES0026000000040084RB0F;01/02/2019;10;0,042;R
ES0026000000040084RB0F;01/02/2019;11;0,028;R
ES0026000000040084RB0F;01/02/2019;12;0,05;R
ES0026000000040084RB0F;01/02/2019;13;0,045;R
ES0026000000040084RB0F;01/02/2019;14;0,024;R
ES0026000000040084RB0F;01/02/2019;15;0,05;R
ES0026000000040084RB0F;01/02/2019;16;0,047;R
ES0026000000040084RB0F;01/02/2019;17;0,023;R
ES0026000000040084RB0F;01/02/2019;18;0,051;R
ES0026000000040084RB0F;01/02/2019;19;0,049;R
ES0026000000040084RB0F;01/02/2019;20;0,02;R
ES0026000000040084RB0F;01/02/2019;21;0,052;R
ES0026000000040084RB0F;01/02/2019;22;0,052;R
ES0026000000040084RB0F;01/02/2019;23;0,021;R
ES0026000000040084RB0F;01/02/2019;24;0,051;R
ES0026000000040084RB0F;02/02/2019;1;0,051;R
ES0026000000040084RB0F;02/02/2019;2;0,032;R
ES0026000000040084RB0F;02/02/2019;3;0,039;R
ES0026000000040084RB0F;02/02/2019;4;0,051;R
ES0026000000040084RB0F;02/02/2019;5;0,039;R
ES0026000000040084RB0F;02/02/2019;6;0,032;R
ES0026000000040084RB0F;02/02/2019;7;0,05;R
ES0026000000040084RB0F;02/02/2019;8;0,043;R
ES0026000000040084RB0F;02/02/2019;9;0,027;R
ES0026000000040084RB0F;02/02/2019;10;0,049;R
ES0026000000040084RB0F;02/02/2019;11;0,045;R
ES0026000000040084RB0F;02/02/2019;12;0,023;R
ES0026000000040084RB0F;02/02/2019;13;0,048;R
ES0026000000040084RB0F;02/02/2019;14;0,048;R
ES0026000000040084RB0F;02/02/2019;15;0,02;R
ES0026000000040084RB0F;02/02/2019;16;0,048;R
ES0026000000040084RB0F;02/02/2019;17;0,049;R
ES0026000000040084RB0F;02/02/2019;18;0,02;R
ES0026000000040084RB0F;02/02/2019;19;0,05;R
ES0026000000040084RB0F;02/02/2019;20;0,05;R
ES0026000000040084RB0F;02/02/2019;21;0,021;R
ES0026000000040084RB0F;02/02/2019;22;0,049;R
ES0026000000040084RB0F;02/02/2019;23;0,052;R
ES0026000000040084RB0F;02/02/2019;24;0,03;R
ES0026000000040084RB0F;03/02/2019;1;0,04;R
ES0026000000040084RB0F;03/02/2019;2;0,05;R
ES0026000000040084RB0F;03/02/2019;3;0,041;R
ES0026000000040084RB0F;03/02/2019;4;0,029;R
ES0026000000040084RB0F;03/02/2019;5;0,05;R
ES0026000000040084RB0F;03/02/2019;6;0,047;R
ES0026000000040084RB0F;03/02/2019;7;0,022;R
ES0026000000040084RB0F;03/02/2019;8;0,049;R
ES0026000000040084RB0F;03/02/2019;9;0,048;R
ES0026000000040084RB0F;03/02/2019;10;0,02;R
ES0026000000040084RB0F;03/02/2019;11;0,049;R
ES0026000000040084RB0F;03/02/2019;12;0,048;R
ES0026000000040084RB0F;03/02/2019;13;0,019;R
ES0026000000040084RB0F;03/02/2019;14;0,048;R
ES0026000000040084RB0F;03/02/2019;15;0,048;R
ES0026000000040084RB0F;03/02/2019;16;0,02;R
ES0026000000040084RB0F;03/02/2019;17;0,048;R
ES0026000000040084RB0F;03/02/2019;18;0,049;R
ES0026000000040084RB0F;03/02/2019;19;0,02;R
ES0026000000040084RB0F;03/02/2019;20;0,05;R
ES0026000000040084RB0F;03/02/2019;21;0,049;R
ES0026000000040084RB0F;03/02/2019;22;0,022;R
ES0026000000040084RB0F;03/02/2019;23;0,049;R
ES0026000000040084RB0F;03/02/2019;24;0,051;R
ES0026000000040084RB0F;04/02/2019;1;0,031;R
ES0026000000040084RB0F;04/02/2019;2;0,039;R
ES0026000000040084RB0F;04/02/2019;3;0,05;R
ES0026000000040084RB0F;04/02/2019;4;0,037;R
ES0026000000040084RB0F;04/02/2019;5;0,033;R
ES0026000000040084RB0F;04/02/2019;6;0,049;R
ES0026000000040084RB0F;04/02/2019;7;0,041;R
ES0026000000040084RB0F;04/02/2019;8;0,027;R
ES0026000000040084RB0F;04/02/2019;9;0,048;R
ES0026000000040084RB0F;04/02/2019;10;0,045;R
ES0026000000040084RB0F;04/02/2019;11;0,022;R
ES0026000000040084RB0F;04/02/2019;12;0,047;R
ES0026000000040084RB0F;04/02/2019;13;0,048;R
ES0026000000040084RB0F;04/02/2019;14;0,02;R
ES0026000000040084RB0F;04/02/2019;15;0,047;R
ES0026000000040084RB0F;04/02/2019;16;0,048;R
ES0026000000040084RB0F;04/02/2019;17;0,02;R
ES0026000000040084RB0F;04/02/2019;18;0,048;R
ES0026000000040084RB0F;04/02/2019;19;0,049;R
ES0026000000040084RB0F;04/02/2019;20;0,02;R
ES0026000000040084RB0F;04/02/2019;21;0,049;R
ES0026000000040084RB0F;04/02/2019;22;0,049;R
ES0026000000040084RB0F;04/02/2019;23;0,023;R
ES0026000000040084RB0F;04/02/2019;24;0,048;R
ES0026000000040084RB0F;05/02/2019;1;0,05;R
ES0026000000040084RB0F;05/02/2019;2;0,031;R
ES0026000000040084RB0F;05/02/2019;3;0,038;R
ES0026000000040084RB0F;05/02/2019;4;0,049;R
ES0026000000040084RB0F;05/02/2019;5;0,038;R
ES0026000000040084RB0F;05/02/2019;6;0,031;R
ES0026000000040084RB0F;05/02/2019;7;0,049;R
ES0026000000040084RB0F;05/02/2019;8;0,042;R
ES0026000000040084RB0F;05/02/2019;9;0,027;R
ES0026000000040084RB0F;05/02/2019;10;0,048;R
ES0026000000040084RB0F;05/02/2019;11;0,044;R
ES0026000000040084RB0F;05/02/2019;12;0,023;R
ES0026000000040084RB0F;05/02/2019;13;0,048;R
ES0026000000040084RB0F;05/02/2019;14;0,047;R
ES0026000000040084RB0F;05/02/2019;15;0,021;R
ES0026000000040084RB0F;05/02/2019;16;0,048;R
ES0026000000040084RB0F;05/02/2019;17;0,047;R
ES0026000000040084RB0F;05/02/2019;18;0,02;R
ES0026000000040084RB0F;05/02/2019;19;0,048;R
ES0026000000040084RB0F;05/02/2019;20;0,049;R
ES0026000000040084RB0F;05/02/2019;21;0,02;R
ES0026000000040084RB0F;05/02/2019;22;0,048;R
ES0026000000040084RB0F;05/02/2019;23;0,05;R
ES0026000000040084RB0F;05/02/2019;24;0,02;R
ES0026000000040084RB0F;06/02/2019;1;0,049;R
ES0026000000040084RB0F;06/02/2019;2;0,05;R
ES0026000000040084RB0F;06/02/2019;3;0,025;R
ES0026000000040084RB0F;06/02/2019;4;0,044;R
ES0026000000040084RB0F;06/02/2019;5;0,049;R
ES0026000000040084RB0F;06/02/2019;6;0,031;R
ES0026000000040084RB0F;06/02/2019;7;0,037;R
ES0026000000040084RB0F;06/02/2019;8;0,048;R
ES0026000000040084RB0F;06/02/2019;9;0,037;R
ES0026000000040084RB0F;06/02/2019;10;0,031;R
ES0026000000040084RB0F;06/02/2019;11;0,048;R
ES0026000000040084RB0F;06/02/2019;12;0,041;R
ES0026000000040084RB0F;06/02/2019;13;0,027;R
ES0026000000040084RB0F;06/02/2019;14;0,048;R
ES0026000000040084RB0F;06/02/2019;15;0,041;R
ES0026000000040084RB0F;06/02/2019;16;0,027;R
ES0026000000040084RB0F;06/02/2019;17;0,048;R
ES0026000000040084RB0F;06/02/2019;18;0,042;R
ES0026000000040084RB0F;06/02/2019;19;0,026;R
ES0026000000040084RB0F;06/02/2019;20;0,05;R
ES0026000000040084RB0F;06/02/2019;21;0,044;R
ES0026000000040084RB0F;06/02/2019;22;0,025;R
ES0026000000040084RB0F;06/02/2019;23;0,049;R
ES0026000000040084RB0F;06/02/2019;24;0,05;R
ES0026000000040084RB0F;07/02/2019;1;0,02;R
ES0026000000040084RB0F;07/02/2019;2;0,05;R
ES0026000000040084RB0F;07/02/2019;3;0,05;R
ES0026000000040084RB0F;07/02/2019;4;0,023;R
ES0026000000040084RB0F;07/02/2019;5;0,046;R
ES0026000000040084RB0F;07/02/2019;6;0,049;R
ES0026000000040084RB0F;07/02/2019;7;0,03;R
ES0026000000040084RB0F;07/02/2019;8;0,039;R
ES0026000000040084RB0F;07/02/2019;9;0,049;R
ES0026000000040084RB0F;07/02/2019;10;0,033;R
ES0026000000040084RB0F;07/02/2019;11;0,035;R
ES0026000000040084RB0F;07/02/2019;12;0,048;R
ES0026000000040084RB0F;07/02/2019;13;0,037;R
ES0026000000040084RB0F;07/02/2019;14;0,031;R
ES0026000000040084RB0F;07/02/2019;15;0,048;R
ES0026000000040084RB0F;07/02/2019;16;0,04;R
ES0026000000040084RB0F;07/02/2019;17;0,028;R
ES0026000000040084RB0F;07/02/2019;18;0,049;R
ES0026000000040084RB0F;07/02/2019;19;0,045;R
ES0026000000040084RB0F;07/02/2019;20;0,025;R
ES0026000000040084RB0F;07/02/2019;21;0,049;R
ES0026000000040084RB0F;07/02/2019;22;0,051;R
ES0026000000040084RB0F;07/02/2019;23;0,02;R
ES0026000000040084RB0F;07/02/2019;24;0,05;R
ES0026000000040084RB0F;08/02/2019;1;0,051;R
ES0026000000040084RB0F;08/02/2019;2;0,025;R
ES0026000000040084RB0F;08/02/2019;3;0,045;R
ES0026000000040084RB0F;08/02/2019;4;0,049;R
ES0026000000040084RB0F;08/02/2019;5;0,036;R
ES0026000000040084RB0F;08/02/2019;6;0,033;R
ES0026000000040084RB0F;08/02/2019;7;0,049;R
ES0026000000040084RB0F;08/02/2019;8;0,043;R
ES0026000000040084RB0F;08/02/2019;9;0,026;R
ES0026000000040084RB0F;08/02/2019;10;0,048;R
ES0026000000040084RB0F;08/02/2019;11;0,048;R
ES0026000000040084RB0F;08/02/2019;12;0,02;R
ES0026000000040084RB0F;08/02/2019;13;0,048;R
ES0026000000040084RB0F;08/02/2019;14;0,048;R
ES0026000000040084RB0F;08/02/2019;15;0,02;R
ES0026000000040084RB0F;08/02/2019;16;0,048;R
ES0026000000040084RB0F;08/02/2019;17;0,049;R
ES0026000000040084RB0F;08/02/2019;18;0,02;R
ES0026000000040084RB0F;08/02/2019;19;0,049;R
ES0026000000040084RB0F;08/02/2019;20;0,049;R
ES0026000000040084RB0F;08/02/2019;21;0,027;R
ES0026000000040084RB0F;08/02/2019;22;0,043;R
ES0026000000040084RB0F;08/02/2019;23;0,051;R
ES0026000000040084RB0F;08/02/2019;24;0,035;R
ES0026000000040084RB0F;09/02/2019;1;0,035;R
ES0026000000040084RB0F;09/02/2019;2;0,05;R
ES0026000000040084RB0F;09/02/2019;3;0,044;R
ES0026000000040084RB0F;09/02/2019;4;0,026;R
ES0026000000040084RB0F;09/02/2019;5;0,05;R
ES0026000000040084RB0F;09/02/2019;6;0,049;R
ES0026000000040084RB0F;09/02/2019;7;0,02;R
ES0026000000040084RB0F;09/02/2019;8;0,049;R
ES0026000000040084RB0F;09/02/2019;9;0,048;R
ES0026000000040084RB0F;09/02/2019;10;0,021;R
ES0026000000040084RB0F;09/02/2019;11;0,047;R
ES0026000000040084RB0F;09/02/2019;12;0,049;R
ES0026000000040084RB0F;09/02/2019;13;0,028;R
ES0026000000040084RB0F;09/02/2019;14;0,04;R
ES0026000000040084RB0F;09/02/2019;15;0,049;R
ES0026000000040084RB0F;09/02/2019;16;0,03;R
ES0026000000040084RB0F;09/02/2019;17;0,038;R
ES0026000000040084RB0F;09/02/2019;18;0,048;R
ES0026000000040084RB0F;09/02/2019;19;0,035;R
ES0026000000040084RB0F;09/02/2019;20;0,033;R
ES0026000000040084RB0F;09/02/2019;21;0,049;R
ES0026000000040084RB0F;09/02/2019;22;0,042;R
ES0026000000040084RB0F;09/02/2019;23;0,028;R
ES0026000000040084RB0F;09/02/2019;24;0,05;R
ES0026000000040084RB0F;10/02/2019;1;0,05;R
ES0026000000040084RB0F;10/02/2019;2;0,02;R
ES0026000000040084RB0F;10/02/2019;3;0,05;R
ES0026000000040084RB0F;10/02/2019;4;0,05;R
ES0026000000040084RB0F;10/02/2019;5;0,02;R
ES0026000000040084RB0F;10/02/2019;6;0,049;R
ES0026000000040084RB0F;10/02/2019;7;0,049;R
ES0026000000040084RB0F;10/02/2019;8;0,02;R
ES0026000000040084RB0F;10/02/2019;9;0,049;R
ES0026000000040084RB0F;10/02/2019;10;0,049;R
ES0026000000040084RB0F;10/02/2019;11;0,023;R
ES0026000000040084RB0F;10/02/2019;12;0,045;R
ES0026000000040084RB0F;10/02/2019;13;0,048;R
ES0026000000040084RB0F;10/02/2019;14;0,027;R
ES0026000000040084RB0F;10/02/2019;15;0,04;R
ES0026000000040084RB0F;10/02/2019;16;0,049;R
ES0026000000040084RB0F;10/02/2019;17;0,031;R
ES0026000000040084RB0F;10/02/2019;18;0,038;R
ES0026000000040084RB0F;10/02/2019;19;0,049;R
ES0026000000040084RB0F;10/02/2019;20;0,039;R
ES0026000000040084RB0F;10/02/2019;21;0,031;R
ES0026000000040084RB0F;10/02/2019;22;0,05;R
ES0026000000040084RB0F;10/02/2019;23;0,049;R
ES0026000000040084RB0F;10/02/2019;24;0,022;R
ES0026000000040084RB0F;11/02/2019;1;0,051;R
ES0026000000040084RB0F;11/02/2019;2;0,05;R
ES0026000000040084RB0F;11/02/2019;3;0,022;R
ES0026000000040084RB0F;11/02/2019;4;0,048;R
ES0026000000040084RB0F;11/02/2019;5;0,051;R
ES0026000000040084RB0F;11/02/2019;6;0,028;R
ES0026000000040084RB0F;11/02/2019;7;0,041;R
ES0026000000040084RB0F;11/02/2019;8;0,049;R
ES0026000000040084RB0F;11/02/2019;9;0,036;R
ES0026000000040084RB0F;11/02/2019;10;0,033;R
ES0026000000040084RB0F;11/02/2019;11;0,048;R
ES0026000000040084RB0F;11/02/2019;12;0,042;R
ES0026000000040084RB0F;11/02/2019;13;0,027;R
ES0026000000040084RB0F;11/02/2019;14;0,048;R
ES0026000000040084RB0F;11/02/2019;15;0,046;R
ES0026000000040084RB0F;11/02/2019;16;0,022;R
ES0026000000040084RB0F;11/02/2019;17;0,048;R
ES0026000000040084RB0F;11/02/2019;18;0,05;R
ES0026000000040084RB0F;11/02/2019;19;0,02;R
ES0026000000040084RB0F;11/02/2019;20;0,05;R
ES0026000000040084RB0F;11/02/2019;21;0,05;R
ES0026000000040084RB0F;11/02/2019;22;0,024;R
ES0026000000040084RB0F;11/02/2019;23;0,046;R
ES0026000000040084RB0F;11/02/2019;24;0,052;R
ES0026000000040084RB0F;12/02/2019;1;0,037;R
ES0026000000040084RB0F;12/02/2019;2;0,033;R
ES0026000000040084RB0F;12/02/2019;3;0,049;R
ES0026000000040084RB0F;12/02/2019;4;0,05;R
ES0026000000040084RB0F;12/02/2019;5;0,021;R
ES0026000000040084RB0F;12/02/2019;6;0,05;R
ES0026000000040084RB0F;12/02/2019;7;0,049;R
ES0026000000040084RB0F;12/02/2019;8;0,02;R
ES0026000000040084RB0F;12/02/2019;9;0,048;R
ES0026000000040084RB0F;12/02/2019;10;0,049;R
ES0026000000040084RB0F;12/02/2019;11;0,027;R
ES0026000000040084RB0F;12/02/2019;12;0,042;R
ES0026000000040084RB0F;12/02/2019;13;0,048;R
ES0026000000040084RB0F;12/02/2019;14;0,031;R
ES0026000000040084RB0F;12/02/2019;15;0,038;R
ES0026000000040084RB0F;12/02/2019;16;0,048;R
ES0026000000040084RB0F;12/02/2019;17;0,037;R
ES0026000000040084RB0F;12/02/2019;18;0,031;R
ES0026000000040084RB0F;12/02/2019;19;0,05;R
ES0026000000040084RB0F;12/02/2019;20;0,046;R
ES0026000000040084RB0F;12/02/2019;21;0,024;R
ES0026000000040084RB0F;12/02/2019;22;0,05;R
ES0026000000040084RB0F;12/02/2019;23;0,051;R
ES0026000000040084RB0F;12/02/2019;24;0,022;R
ES0026000000040084RB0F;13/02/2019;1;0,049;R
ES0026000000040084RB0F;13/02/2019;2;0,05;R
ES0026000000040084RB0F;13/02/2019;3;0,034;R
ES0026000000040084RB0F;13/02/2019;4;0,036;R
ES0026000000040084RB0F;13/02/2019;5;0,05;R
ES0026000000040084RB0F;13/02/2019;6;0,044;R
ES0026000000040084RB0F;13/02/2019;7;0,025;R
ES0026000000040084RB0F;13/02/2019;8;0,049;R
ES0026000000040084RB0F;13/02/2019;9;0,049;R
ES0026000000040084RB0F;13/02/2019;10;0,02;R
ES0026000000040084RB0F;13/02/2019;11;0,049;R
ES0026000000040084RB0F;13/02/2019;12;0,048;R
ES0026000000040084RB0F;13/02/2019;13;0,02;R
ES0026000000040084RB0F;13/02/2019;14;0,049;R
ES0026000000040084RB0F;13/02/2019;15;0,048;R
ES0026000000040084RB0F;13/02/2019;16;0,022;R
ES0026000000040084RB0F;13/02/2019;17;0,046;R
ES0026000000040084RB0F;13/02/2019;18;0,049;R
ES0026000000040084RB0F;13/02/2019;19;0,023;R
ES0026000000040084RB0F;13/02/2019;20;0,045;R
ES0026000000040084RB0F;13/02/2019;21;0,049;R
ES0026000000040084RB0F;13/02/2019;22;0,028;R
ES0026000000040084RB0F;13/02/2019;23;0,041;R
ES0026000000040084RB0F;13/02/2019;24;0,05;R
ES0026000000040084RB0F;14/02/2019;1;0,035;R
ES0026000000040084RB0F;14/02/2019;2;0,036;R
ES0026000000040084RB0F;14/02/2019;3;0,049;R
ES0026000000040084RB0F;14/02/2019;4;0,039;R
ES0026000000040084RB0F;14/02/2019;5;0,03;R
ES0026000000040084RB0F;14/02/2019;6;0,049;R
ES0026000000040084RB0F;14/02/2019;7;0,044;R
ES0026000000040084RB0F;14/02/2019;8;0,024;R
ES0026000000040084RB0F;14/02/2019;9;0,048;R
ES0026000000040084RB0F;14/02/2019;10;0,048;R
ES0026000000040084RB0F;14/02/2019;11;0,02;R
ES0026000000040084RB0F;14/02/2019;12;0,048;R
ES0026000000040084RB0F;14/02/2019;13;0,048;R
ES0026000000040084RB0F;14/02/2019;14;0,02;R
ES0026000000040084RB0F;14/02/2019;15;0,048;R
ES0026000000040084RB0F;14/02/2019;16;0,048;R
ES0026000000040084RB0F;14/02/2019;17;0,02;R
ES0026000000040084RB0F;14/02/2019;18;0,047;R
ES0026000000040084RB0F;14/02/2019;19;0,047;R
ES0026000000040084RB0F;14/02/2019;20;0,02;R
ES0026000000040084RB0F;14/02/2019;21;0,048;R
ES0026000000040084RB0F;14/02/2019;22;0,049;R
